var_amp,mean_dphi,var_dphi,var_ifreq,kurt_ifreq,entropy,spectral_flatness,kurtosis,cyclo,label
0.4994293427204502,0.00440924995791275,3.3545456436506966,0.0849716337992341,-1.2031352190678262,7.908199519293767,0.9357209748559141,0.2328452776488743,0.02152683033892435,0
0.4944952842069665,-0.00023864292344348705,3.2147945698347438,0.08143169774565408,-1.196920108658097,7.90448916982735,0.9325673353148712,-0.10945694130497774,0.03325850818542117,0
0.42612132967761385,-0.10816059382002946,3.200936370522757,0.0810806654562936,-1.16767598229981,7.898575422286541,0.9275544202709799,0.15272775345209721,0.08953756792824523,0
0.8523486121437128,-0.015716825201560782,3.2690866498696334,0.08280693219853896,-1.1945734741206964,7.902647186175709,0.9327355139561858,0.12173940948902295,0.10192153784708718,0
0.4443362759246721,0.05744299885777908,3.279371962890115,0.08306746222088075,-1.1942517284794336,7.882659895614788,0.9146683111961339,-0.05577157628604512,0.04750235785656581,0
0.5216583177890299,-0.11988250615230601,3.33554674041835,0.0844903859583822,-1.1950490289418574,7.89200300020523,0.9263203213919852,-0.35422010696449036,0.09795319884391487,0
0.4283797366776122,0.021849066904142483,3.27381206895022,0.08292662846215175,-1.1736021506907766,7.887080711590208,0.9218585038733572,0.030413902547985927,0.022682110435687693,0
0.565081419789941,0.03337007863971502,3.254088993542242,0.0824270371258009,-1.2069596094763244,7.878861149805507,0.9132576673918995,0.2790955398466961,0.0669984759797204,0
0.49147620662339014,-0.04263917221908943,3.343344836308036,0.08468791403480704,-1.228512336938502,7.898853544078964,0.9308925631013295,0.24032286575893336,0.05375853630782012,0
0.8889042914843637,-0.010162147431118979,3.173074679808694,0.0803749205859372,-1.1671973652756662,7.907645528937066,0.9336419227549609,0.0004927523558695412,0.20199711072056695,0
0.4610101550006305,0.008316832985820592,3.2745281807205884,0.08294476778520025,-1.1595999612347005,7.872286545615038,0.9117850929768386,0.0315703992419043,0.0356180040212276,0
0.38326862578245474,-0.0678354830375306,3.3835153472960298,0.08570544496501235,-1.215989187652645,7.882051403304692,0.9175290511090877,-0.14148707767288426,0.12987898142398085,0
