var_amp,mean_dphi,var_dphi,var_ifreq,kurt_ifreq,entropy,spectral_flatness,kurtosis,cyclo,label
2.556706354463129,0.016314736617038066,3.3775537023253146,0.08555443473379026,-1.202558638535994,7.883501271254344,0.9170386058086326,-0.003022488639863763,0.5477993696947543,0
0.8076352704018794,-0.06921633461888876,3.190871513471589,0.0808257196488898,-1.1816615760041036,7.898160420009997,0.926633819276845,0.10984561344521149,0.13530688464997742,0
3.453160274656078,-0.13900964224685883,3.253929324078171,0.0824229926510281,-1.201619519538597,7.901848609579856,0.9322088190434364,0.24355072842719228,0.37771379331279226,0
3.312690081827906,-0.03225155360946666,3.3919743496222736,0.0859197139970444,-1.2165237450411734,7.888589188491204,0.9222408473940431,-0.1218108043695918,0.4701744086122424,0
0.16162991904660373,0.009197670749970244,3.3488710272685323,0.08482789408709483,-1.2171916993598035,7.900012761003286,0.9303754726913243,0.07180212438280709,0.019913014347386168,0
0.7815265023028787,0.008893006745000495,3.255057467995067,0.0824515688702728,-1.198475133223397,7.897749285588962,0.9289273347310611,-0.09602205806007946,0.13604378460027156,0
0.16866858674604102,-0.04944106778623237,3.139249501615617,0.07951811881307833,-1.1664116000659495,7.897910277078894,0.9286025370968013,0.02002872704750569,0.02465920168181525,0
0.15311904342594446,-0.01197556047108407,3.193600857180213,0.08089485473267093,-1.1896232845660188,7.892149687728146,0.9258811991708046,0.08246338892661731,0.01457715734465389,0
0.15635485282402511,-0.07587997269967628,3.171196660509451,0.0803273498013616,-1.1592405024180255,7.875042528396262,0.9171455728459402,-0.09729673805048966,0.03175438101821012,0
0.0517319205226181,-0.016281830682725592,3.349099871582698,0.0848336907812901,-1.2087857226172798,7.883330640567748,0.9195851131227992,-0.07424657520415545,0.0020094184233990175,0
1.368722144282918,0.027724309163296434,3.2544331473697126,0.08243575464408949,-1.1655079662025383,7.884416282907699,0.9217262015647616,0.0570044584322944,0.20329841077473676,0
0.08599906632629507,0.011116906272624403,3.2977817403346705,0.08353378733119937,-1.2022163818746752,7.888902218754794,0.9233832707382064,0.13029053736471186,0.010450059445892326,0
0.10242208372888802,-0.08015163583507325,3.209286879916059,0.08129218633023008,-1.1437374363781512,7.897688273872497,0.928753189002006,-0.0541612135588907,0.02338586646520114,0
0.35184722764440624,0.0010925297472787095,3.2850131018558897,0.08321035394015655,-1.1957298724429675,7.913252468965001,0.9390048003579325,0.043696497951194235,0.02943321694182691,0
0.8986927389591984,0.006835336517196712,3.166503461116859,0.08020846967197985,-1.153911569553558,7.869802488351002,0.9081259903867472,-0.15225454516259562,0.19357767039056817,0
1.448403535812881,0.01521415648086845,3.2642508463603614,0.08268443986468367,-1.1713182231230228,7.877926820764822,0.9156478498525689,-0.2101457843592036,0.1497120570581644,0
1.444549722427156,0.052185185884846566,3.265310794557721,0.0827112886661727,-1.1763016490767755,7.888740362804312,0.9217251923074213,-0.2792768077621175,0.30732638261376327,0
0.9848559203159349,-0.03101519268639526,3.3484448893300054,0.08481709988701322,-1.2402153752342093,7.892569295370686,0.9245750590699219,0.010304813881152786,0.1473870483907648,0
