var_amp,kurtosis,var_dphi,entropy,spectral_centroid,cyclo,label
0.20796577430406749,-0.062012848119693764,3.357110562951012,7.886949635517193,-166.70612806364625,0.02441087843862666,0
0.21202356752949023,0.20548563414734877,3.167788254556704,7.896994605952967,-84.58154549731535,0.03618902864482221,0
0.20941489866542823,0.031045409370419996,3.4121643780757935,7.887195984161188,-395.4655066053674,0.04021509393161116,0
0.2121803771687873,-0.06617849253404229,3.2871443888198453,7.889079326506238,263.0455899725612,0.027083746935205984,0
0.22314720680195843,0.05183350362627426,3.2985509943285236,7.912620452596377,-256.7767609982657,0.01885430376033137,0
0.2121762251078424,-0.024916489661359176,3.3476449734951306,7.893070790768156,250.22783934437666,0.026347521069155725,0
0.21366055592511712,-0.11976708035673944,3.3766144333074735,7.872071613419891,576.7037648211972,0.03866057736692551,0
0.20510407076733794,0.006969607294090796,3.2948427512400147,7.89339125003223,-478.41915157637413,0.004161437928048188,0
0.21324995088618323,0.011571298233261196,3.2298931846337906,7.902508475277118,-242.8969955578841,0.03337307468771023,0
0.20815299346276733,-0.16224797472484198,3.175422526492077,7.871724783147555,-759.6759890507183,0.035038473743367465,0
0.21023914161598872,-0.12149060557729507,3.2681519849572696,7.903657072845351,-336.29150159472556,0.012873240158299567,0
0.23075484787130085,-0.0846365416651369,3.343692482498898,7.887499221028205,-167.11666966483244,0.039075457965564636,0
0.19380861540899302,-0.22705261118949815,3.071640535050462,7.904183943595773,-88.00316654124799,0.08654203434591767,0
0.21473752690644302,-0.10159647682559925,3.3947502945358106,7.87684686946632,62.37786142877576,0.03443840665549589,0
0.20462719444043398,-0.050293954009966946,3.239196788238861,7.889201356312999,152.87308760017004,0.017912617647170493,0
0.20173930713812688,-0.22984973658764396,3.2359543236665904,7.909160059661769,222.026208798281,0.0051506498350007025,0
0.20449565363139244,-0.2943497030619828,3.2778487100395637,7.89643260474356,616.5286360736882,0.05105256089108301,0
0.21567463096073342,-0.0008710936544376047,3.5197123617191597,7.879053056136354,1341.7155397627412,0.05758617506237636,0
0.2135205319894269,0.040033153071624916,3.136733941323208,7.886011788652388,-149.7586249167798,0.026586797502606986,0
0.22249995378131376,-0.12358745126020532,3.3188982981833752,7.884111395394214,-266.40949918635033,0.018155341224031136,0
0.215379040466153,0.11369316898355875,3.3130791697092152,7.876837297806587,-157.2831412275682,0.028491129034800854,0
0.2081094553284255,0.14388984571933428,3.4359459111397093,7.8789590387421,-362.0434278758148,0.052406922551119,0
0.21653799635322174,-0.057744273493650855,3.2561812490320063,7.8830420416230265,-618.4622474038051,0.026418356749147713,0
0.2144430537463538,-0.09517564933715184,3.322262026370659,7.887333121295255,-12.53429437768682,0.014870896674858861,0
0.22175116436641074,0.13319979884314748,3.4418811594445406,7.90075235490526,-838.8125556157074,0.04693545052596788,0
0.21380124529190037,0.06486310401482154,3.2984294638216625,7.889165852104307,-307.80509360208634,0.02848946093399391,0
0.21545820206847224,0.0673083768617313,3.287163819769175,7.898984085779241,609.9026482981453,0.024915322626085066,0
0.20915288872737825,-0.057323145905237904,3.2935030116545536,7.89914061274073,-684.8861006608286,0.015142027156681632,0
0.2196112556066458,0.15808597209636854,3.2339069629082444,7.860079259263943,-999.3720340238115,0.0397681971995628,0
0.21473800462360754,0.043831322661091576,3.3748178225266665,7.897274680831407,-645.5448143472058,0.06859820459002793,0
0.22413559093458274,0.018495644162635383,3.263651328174852,7.8998129876083185,476.61299131752094,0.028064664431177132,0
0.2143262936336106,0.03765056137289591,3.2892148195189526,7.914501448944897,69.72404079387888,0.01267010443976232,0
0.219884273573412,0.2749991207484972,3.392795324818073,7.8988181615806115,-76.4461698133864,0.01608580835251553,0
0.21686113647958216,-0.05434419511768107,3.4876306728536077,7.898359871703446,-197.62913574555114,0.04034207809328947,0
0.22109735144111808,0.27866412183606126,3.3454875960230095,7.874719961507436,-347.5792905716544,0.022192159847631576,0
0.22160782811261642,-0.15464444187457493,3.31474237323732,7.890413858639062,-271.80411269962406,0.012744865199049257,0
0.21795327753894914,0.32690212912513594,3.279492409958271,7.888495622088653,199.26289815305427,0.00762918286403474,0
0.21187013526517112,-0.011198797580445952,3.2381930339801914,7.90400229043896,28.216447499880815,0.02256907616788051,0
0.21188214715295972,0.08381214237093859,3.2857680411278203,7.899758655810814,-117.055947224374,0.012668175761279647,0
0.21809932930898351,-0.0602143806740818,3.3315706293703067,7.881280771985183,-739.762289219072,0.0383370667779877,0
0.21555442675409775,-0.02875861930958834,3.144185636656527,7.903937564193419,-741.3920313822764,0.013873121215264675,0
0.21773664941004944,0.1178607738581463,3.250365408805989,7.870662054672082,-382.98655285822224,0.02109498359576977,0
0.21567558863046793,-0.08088077155478945,3.2550729400086094,7.889110408381947,474.7113359734758,0.013580802655871147,0
0.21285845336365466,-0.0039767991326677965,3.4018715363987018,7.882808732308103,-5.78195182032232,0.01924754531077185,0
0.2195233968684479,-0.10860797739384376,3.203202973596206,7.893533687694162,52.842724695763536,0.01677422297598598,0
0.21597831290445696,-0.25556233539495876,3.2984133439433414,7.894847738694826,784.7298563354798,0.03693909888836464,0
0.20520183323227048,-0.1464766045834094,3.242379314292668,7.897123407121763,-681.1821922984354,0.024600965550168975,0
0.22202064810077496,0.1383149027210635,3.4656293094808857,7.881315317974004,-410.1570559981692,0.04697381042846018,0
0.2168273377270478,0.09554423860621553,3.147954198403663,7.9004697670538935,-936.9734701965008,0.04020254553468647,0
0.20754951202833616,0.09661992523319363,3.2305844921541307,7.897612077774358,-445.9567587122383,0.034454930515002716,0
0.2099321704843737,-0.028784240298980635,3.2564823797613056,7.891481630153347,-641.4520329441912,0.01002178131727416,0
0.21298546669323953,0.2601809842725302,3.1775260389331454,7.888370049601656,557.779060020308,0.02669330758663691,0
0.22370542840025415,-0.09451423476501519,3.3598543917201202,7.8872685169284065,-622.8677714619635,0.008980843224313518,0
0.20327248446801444,-0.21724706331445987,3.217572366653135,7.888180189424007,-217.0497088965294,0.017301832481212923,0
0.20791722109205624,-0.05212389065119094,3.4607746501997907,7.901022688044794,-614.4555442768806,0.05720780344757251,0
0.2081014586391741,-0.16501780972938418,3.319017917526691,7.916116372580149,-196.64595102977,0.028140488168536953,0
0.22698284067365937,0.013982828288800153,3.2184101143167063,7.8947010798510675,22.74192430394214,0.004471264226711068,0
0.2139267172846145,-0.20762637853443033,3.2755830565660946,7.895416322427927,-302.2169862340352,0.018752821248278394,0
0.2130357990361797,0.29510216377073917,3.2758567916375556,7.893688095104805,-385.5930012911258,0.018970757276704983,0
0.22292508836700514,-0.09757083981537429,3.2823091742974126,7.881378674209151,173.5593961929635,0.017852131965699698,0
0.22240251775849645,0.11341869772028756,3.3849099531127567,7.913503737008573,-575.3401841006216,0.021247918592240077,0
0.2054164697023222,-0.13323130012767592,3.331650011724895,7.913097339442665,-384.6728069139208,0.00597674576987826,0
0.21080436070768488,0.04583670568494291,3.2361356274758437,7.887381911856611,68.95236567259599,0.05418767270107182,0
0.21584249994601018,0.02348452996007211,3.2325129568020814,7.890116947159907,-465.7904220149794,0.018858798501205355,0
